Date,Open,High,Low,Close,Adj Close,Volume
2000-09-05,455.352478,455.352478,441.553925,450.752960,195.058487,3712343
2000-09-06,441.553925,464.551514,436.954376,455.352478,197.048920,6793100
2000-09-07,450.752960,459.951996,446.153442,455.352478,197.048920,5011392
2000-09-08,450.752960,455.352478,446.153442,450.752960,195.058487,2277955
2000-09-11,441.553925,441.553925,427.755341,432.354858,187.096909,978362
2000-09-12,436.954376,436.954376,404.757751,409.357269,177.144989,857154
2000-09-13,409.357269,409.357269,386.359680,386.359680,167.193008,2467105
2000-09-14,386.359680,386.359680,386.359680,386.359680,167.193008,0
2000-09-15,386.359680,386.359680,386.359680,386.359680,167.193008,0
2000-09-18,354.163025,367.961578,340.364471,354.163025,153.260269,2220340
2000-09-19,349.563507,372.561127,349.563507,363.362061,157.241013,7202925
2000-09-20,363.362061,363.362061,344.963989,349.563507,151.269836,2491564
2000-09-21,344.963989,349.563507,335.764954,349.563507,151.269836,1282742
2000-09-22,349.563507,354.163025,335.764954,340.364471,147.289093,4258596
2000-09-25,344.963989,349.563507,331.165436,340.364471,147.289093,3042165
2000-09-26,331.165436,340.364471,326.565918,340.364471,147.289093,1136531
2000-09-27,335.764954,363.362061,335.764954,358.762543,155.250641,13075277
2000-09-28,358.762543,377.160645,354.163025,363.362061,157.241013,39391067
2000-09-29,367.961578,372.561127,363.362061,367.961578,159.231430,11353358
2000-10-02,363.362061,367.961578,358.762543,367.961578,159.231430,3315019
2000-10-03,363.362061,381.760162,358.762543,381.760162,165.202621,10721771
2000-10-04,377.160645,377.160645,363.362061,372.561127,161.221832,9110733
2000-10-05,367.961578,400.158234,367.961578,390.959198,169.183426,41973402
2000-10-06,395.558716,409.357269,381.760162,386.359680,167.193008,30101511
2000-10-09,377.160645,377.160645,367.961578,372.561127,161.221832,8222053
2000-10-10,372.561127,381.760162,367.961578,381.760162,165.202621,4613524
2000-10-11,372.561127,390.959198,372.561127,386.359680,167.193008,17297457
2000-10-12,381.760162,390.959198,377.160645,377.160645,163.212234,4029224
2000-10-13,372.561127,386.359680,367.961578,386.359680,167.193008,5872352
2000-10-16,386.359680,386.359680,386.359680,386.359680,167.193008,0
2000-10-17,386.359680,409.357269,381.760162,409.357269,177.144989,68160374
2000-10-18,409.357269,436.954376,404.757751,418.556305,181.125793,108471647
2000-10-19,423.155823,423.155823,404.757751,413.956787,179.135376,43860555
2000-10-20,423.155823,427.755341,400.158234,404.757751,175.154572,22057736
